countryCode,id,name,code,startDate,endDate,year,clusterCode,cluster,requirements,funding,percentFunded
#country+code,#activity+appeal+id+fts_internal,#activity+appeal+name,#activity+appeal+id+external,#date+start,#date+end,#date+year,#sector+cluster+code,#sector+cluster+name,#value+funding+required+usd,#value+funding+total+usd,#value+funding+pct
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,26480,Coordination and support services,2344227,588785,25
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,2,Early Recovery,,98902,
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,3,Education,68300000,17221662,25
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,4,Emergency Shelter and NFI,18600000,7646267,41
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,6,Food Security,122336241,97831982,80
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,7,Health,63515686,16564209,26
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,26479,Multi-sector,3000000,116886785,3896
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,9,Nutrition,78200000,46677385,60
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,26481,Other,,164881,
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,10,Protection,1632000,5812603,356
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,12,Protection - Child Protection,18284000,7024986,38
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,13,Protection - Gender-Based Violence,17437996,4167411,24
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,14,"Protection - Housing, Land and Property",,1119994,
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,11,Water Sanitation Hygiene,58175074,37427784,64
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,,Not specified,,906330,
KEN,1137,Kenya Drought Response Plan 2023,FKEN23,1/1/2023,12/31/2023,2023,,Multiple clusters/sectors (shared),,10381498,
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,26480,Coordination and support services,300000,5458489,1819
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,3,Education,32500000,3169041,10
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,4,Emergency Shelter and NFI,,134749,
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,6,Food Security,100556862,97463959,97
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,7,Health,26600000,6647392,25
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,26479,Multi-sector,3652480,8395738,230
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,9,Nutrition,66194668,43626100,66
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,10,Protection,,258500,
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,12,Protection - Child Protection,11192775,1100526,10
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,13,Protection - Gender-Based Violence,2830260,456000,16
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,11,Water Sanitation Hygiene,45814542,12906951,28
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,,Not specified,,678136,
KEN,1105,Kenya Drought Flash Appeal 2022,FKEN22,1/1/2022,10/31/2022,2022,,Multiple clusters/sectors (shared),,11261892,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,26480,Coordination and support services,38222,,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,2,Early Recovery,,0,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,3,Education,1531377,1874725,122
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,6,Food Security,29669828,5660510,19
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,7,Health,4591413,1961450,43
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,26479,Multi-sector,3652480,210011,6
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,9,Nutrition,19052927,4873774,26
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,26481,Other,,144128,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,10,Protection,55795,0,0
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,12,Protection - Child Protection,654917,1019790,156
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,13,Protection - Gender-Based Violence,344200,261984,76
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,14,"Protection - Housing, Land and Property",,0,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,11,Water Sanitation Hygiene,10158121,6533058,64
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,,Not specified,,1244431,
KEN,1073,Kenya Drought Flash Appeal 2021,FKEN21,10/1/2021,12/31/2021,2021,,Multiple clusters/sectors (shared),,5751634,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,26480,Coordination and support services,6933180,,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,2,Early Recovery,,0,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,3,Education,23741993,2897372,12
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,6,Food Security,94779832,21216052,22
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,7,Health,56489308,8352242,15
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,26479,Multi-sector,34545000,2380640,7
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,9,Nutrition,22615294,0,0
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,10,Protection,,0,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,12,Protection - Child Protection,2719250,0,0
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,13,Protection - Gender-Based Violence,1452000,,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,11,Water Sanitation Hygiene,11594827,10305986,89
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,,Not specified,,17573861,
KEN,1000,Kenya Intersectoral COVID-19 Response Plan 2020,OKEN20,1/5/2020,12/31/2020,2020,,Multiple clusters/sectors (shared),,2298750,
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,26512,Agriculture,,1640499,
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,26480,Coordination and support services,100000,136274,136
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,2,Early Recovery,4500000,,
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,3,Education,1757920,2279646,130
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,6,Food Security,56531341,83513096,148
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,7,Health,4331819,1627619,38
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,9,Nutrition,29751568,41800199,140
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,10,Protection,5290500,1240941,23
KEN,589,Kenya Flash Appeal 2017,FKEN17,2/10/2017,11/30/2017,2017,11,Water Sanitation Hygiene,17602111,12510677,71
